,Unnamed: 0,candle,open,high,low,close,volume,oi,ADX,ATR,AROONOSC,EMA_21,EMA_14,RSI
19,19,2021-09-14T10:50:00+0530,1863.8,1864.8,1862.9,1864.7,40941,0,,4.051098135396372,42.85714285714286,,1859.1557555041347,71.63230719892256
20,20,2021-09-14T10:55:00+0530,1864.7,1866.75,1863.65,1864.8,175088,0,,3.9831625542966242,71.42857142857143,1856.7190476190476,1859.9083214369168,71.75617942655175
21,21,2021-09-14T11:00:00+0530,1864.8,1865.45,1864.0,1865.05,30034,0,,3.802222371846869,71.42857142857143,1857.476406926407,1860.5938785786611,72.08436697895414
22,22,2021-09-14T11:05:00+0530,1865.05,1865.1,1863.5,1864.95,126338,0,,3.6449207738578004,71.42857142857143,1858.1558244785517,1861.174694768173,71.72534915781607
23,23,2021-09-14T11:10:00+0530,1864.95,1866.9,1862.55,1866.9,42939,0,,3.69528357572511,92.85714285714286,1858.950749525956,1861.938068799083,74.4026056022019
24,24,2021-09-14T11:15:00+0530,1866.95,1867.0,1865.2,1867.0,21059,0,,3.5599061774590277,100.0,1859.682499569051,1862.6129929592053,74.53576548959997
25,25,2021-09-14T11:20:00+0530,1867.0,1867.0,1861.35,1862.55,37603,0,,3.709198593354818,100.0,1859.94318142641,1862.6045938979778,59.662021065894855
26,26,2021-09-14T11:25:00+0530,1862.55,1863.25,1856.6,1858.5,66911,0,,3.9192558366866233,92.85714285714286,1859.8119831149183,1862.0573147115808,49.90195317549247
27,27,2021-09-14T11:30:00+0530,1859.5,1862.2,1858.0,1860.5,32530,0,44.661840927883,3.9393089912090105,78.57142857142857,1859.8745301044712,1861.8496727500367,53.91160037167495
28,28,2021-09-14T11:35:00+0530,1860.55,1861.1,1857.0,1861.0,58110,0,41.856080852003025,3.9507869204083605,78.57142857142857,1859.9768455495193,1861.7363830500317,54.88377177907107
29,29,2021-09-14T11:40:00+0530,1861.0,1864.35,1860.0,1863.9,59508,0,39.595392266592846,3.9793021403791857,-7.142857142857143,1860.3334959541085,1862.0248653100275,60.136012589085894
30,30,2021-09-14T11:45:00+0530,1864.3,1865.65,1863.3,1863.5,37981,0,37.88037720224535,3.8629234160663968,-7.142857142857143,1860.6213599582804,1862.2215499353572,59.11378571391669
31,31,2021-09-14T11:50:00+0530,1864.1,1864.1,1863.0,1863.15,34525,0,36.16676030475803,3.665571743490219,-7.142857142857143,1860.8512363257096,1862.3453432773097,58.18183527041624
32,32,2021-09-14T11:55:00+0530,1863.35,1865.3,1862.5,1864.95,79155,0,34.94109099351002,3.603745190383772,-7.142857142857143,1861.2238512051906,1862.6926308403351,61.540003374053164
33,33,2021-09-14T12:00:00+0530,1864.95,1865.3,1861.0,1861.5,35301,0,33.17327346158199,3.6534776767849277,-7.142857142857143,1861.2489556410824,1862.5336133949572,52.78978952397807
34,34,2021-09-14T12:05:00+0530,1861.45,1862.95,1860.4,1862.05,50721,0,31.288335402154527,3.574657842728858,-7.142857142857143,1861.3217778555295,1862.469131608963,53.914785685385525
35,35,2021-09-14T12:10:00+0530,1861.95,1862.3,1860.0,1861.75,44056,0,29.372373555354187,3.4836108539625075,-7.142857142857143,1861.3607071413905,1862.3732473944344,53.17051786363226
36,36,2021-09-14T12:15:00+0530,1861.75,1862.0,1855.0,1857.1,53533,0,28.643508736250165,3.7347815072509,-78.57142857142857,1860.9733701285368,1861.6701477418433,43.212980163133516
37,37,2021-09-14T12:20:00+0530,1857.1,1860.45,1856.75,1860.45,33988,0,27.966705689939285,3.7322971138758385,-78.57142857142857,1860.9257910259425,1861.5074613762642,50.41722459474024
38,38,2021-09-14T12:25:00+0530,1860.55,1864.5,1860.0,1864.5,72492,0,26.0918509670758,3.7871330343132787,-78.57142857142857,1861.2507191144932,1861.9064665260958,57.44593033285547
39,39,2021-09-14T12:30:00+0530,1864.0,1864.3,1862.3,1863.85,41769,0,24.350914438702564,3.673766389005191,-78.57142857142857,1861.487017376812,1862.1656043226162,56.072096090439494
40,40,2021-09-14T12:35:00+0530,1863.55,1865.0,1863.3,1864.75,48141,0,22.97260308662148,3.5327830755048235,-42.85714285714286,1861.7836521607383,1862.510190412934,57.584653693667654
41,41,2021-09-14T12:40:00+0530,1864.65,1865.15,1862.6,1863.2,46126,0,21.428129267561154,3.462584284397349,-42.85714285714286,1861.9124110552166,1862.6021650245427,54.127914537306964
42,42,2021-09-14T12:45:00+0530,1862.8,1868.0,1862.5,1867.85,52980,0,20.9375743954582,3.6081139783689666,42.85714285714286,1862.4521918683788,1863.3018763546038,61.57921422096179
43,43,2021-09-14T12:50:00+0530,1868.0,1869.95,1867.1,1869.0,44103,0,21.030154740875254,3.55396297991405,50.0,1863.0474471530717,1864.06162617399,63.1724707253951
44,44,2021-09-14T12:55:00+0530,1869.4,1869.6,1864.7,1866.2,35812,0,20.187360571727034,3.6501084813487514,50.0,1863.334042866429,1864.3467426841246,56.9771337952012
45,45,2021-09-14T13:00:00+0530,1865.55,1866.25,1859.6,1860.0,62900,0,19.613540509747736,3.864386446966704,50.0,1863.0309480603898,1863.767176992908,46.1779676248537
46,46,2021-09-14T13:05:00+0530,1860.0,1865.35,1858.25,1865.3,47575,0,19.412387125380015,4.09550170075479,50.0,1863.2372255094454,1863.9715533938536,54.17393566080983
47,47,2021-09-14T13:10:00+0530,1865.35,1871.15,1864.5,1870.8,103932,0,18.46538902356861,4.277965864986597,78.57142857142857,1863.924750463132,1864.8820129413398,60.69901626301025
48,48,2021-09-14T13:15:00+0530,1870.7,1870.95,1868.65,1870.0,65504,0,17.586033643315158,4.1366825889161225,78.57142857142857,1864.4770458755747,1865.5644112158277,59.374714863191905
49,49,2021-09-14T13:20:00+0530,1870.0,1875.0,1869.35,1875.0,43531,0,17.68979046789618,4.244776689707835,92.85714285714286,1865.4336780687042,1866.822489720384,64.57659343214141
50,50,2021-09-14T13:25:00+0530,1874.9,1876.0,1872.0,1872.1,67723,0,17.989817527019564,4.22729264044299,100.0,1866.0397073351858,1867.5261577576662,59.794299687050376
51,51,2021-09-14T13:30:00+0530,1872.8,1873.85,1871.35,1872.1,25137,0,18.0589243307302,4.103914594697062,92.85714285714286,1866.5906430319872,1868.1360033899773,59.794299687050376
52,52,2021-09-14T13:35:00+0530,1871.4,1875.7,1870.6,1875.6,36234,0,18.5206960499288,4.1750635522187105,28.571428571428573,1867.4096754836246,1869.1312029379803,63.57048989268609
53,53,2021-09-14T13:40:00+0530,1875.6,1876.0,1872.85,1875.55,26677,0,19.013383962365626,4.101844727060238,50.0,1868.1497049851132,1869.9870425462495,63.47876623793929
54,54,2021-09-14T13:45:00+0530,1875.05,1879.0,1874.65,1878.45,56310,0,20.07390336290673,4.119570103698786,57.142857142857146,1869.086095441012,1871.1154368734162,66.49807949200664
55,55,2021-09-14T13:50:00+0530,1877.8,1878.75,1873.95,1874.35,33670,0,20.794226083373385,4.168172239148869,57.142857142857146,1869.564632219102,1871.5467119569607,59.063560139077694
56,56,2021-09-14T13:55:00+0530,1874.45,1876.15,1874.1,1876.15,23066,0,21.463097180949568,4.01687422206682,57.142857142857146,1870.1633020173654,1872.1604836960325,61.11877425006442
57,57,2021-09-14T14:00:00+0530,1876.1,1877.0,1875.85,1876.6,26561,0,22.27121380852113,3.812097491919196,57.142857142857146,1870.748456379423,1872.752419203228,61.63731240712388
58,58,2021-09-14T14:05:00+0530,1876.6,1877.0,1875.0,1875.95,37988,0,22.653566738044756,3.6826619567821104,57.142857142857146,1871.2213239812936,1873.1787633094643,60.384596854136575
59,59,2021-09-14T14:10:00+0530,1875.85,1876.9,1874.0,1876.9,17144,0,22.58141133854931,3.6267575312976805,57.142857142857146,1871.7375672557214,1873.6749282015357,61.61258061893838
60,60,2021-09-14T14:15:00+0530,1876.9,1876.9,1874.65,1876.0,23374,0,22.51440989616068,3.5284177076335608,57.142857142857146,1872.1250611415649,1873.9849377746643,59.72380823171623
61,61,2021-09-14T14:20:00+0530,1875.45,1876.25,1874.0,1874.3,22253,0,22.155718341918,3.4371021570883067,50.0,1872.322782855968,1874.0269460713757,56.21808695998959
62,62,2021-09-14T14:25:00+0530,1874.4,1874.4,1870.4,1872.15,28933,0,20.74285230328838,3.4773091458677134,42.85714285714286,1872.3070753236073,1873.7766865951924,52.05632160788627
63,63,2021-09-14T14:30:00+0530,1872.5,1872.5,1867.15,1867.65,53564,0,20.4154647287146,3.611072778305727,-64.28571428571429,1871.8837048396429,1872.9597950491668,44.61219345073857
64,64,2021-09-14T14:35:00+0530,1867.0,1873.2,1867.0,1872.15,44934,0,19.84834906162939,3.7959961512838922,-71.42857142857143,1871.9079134905844,1872.8518223759445,52.00369765481491
65,65,2021-09-14T14:40:00+0530,1872.15,1873.65,1870.0,1870.55,29396,0,19.149152000349037,3.7855678547636207,-71.42857142857143,1871.7844668096222,1872.5449127258184,49.47555548532015
66,66,2021-09-14T14:45:00+0530,1871.55,1872.9,1868.65,1871.25,43264,0,18.916838170631262,3.8187415794233623,-71.42857142857143,1871.7358789178384,1872.3722576957093,50.60690360969564
67,67,2021-09-14T14:50:00+0530,1871.25,1874.0,1869.0,1870.8,73931,0,18.25507192346009,3.903117180893122,-71.42857142857143,1871.6507990162168,1872.1626233362815,49.834360435116984
68,68,2021-09-14T14:55:00+0530,1871.2,1873.45,1870.35,1872.2,33303,0,17.640574693944,3.845751667972195,-71.42857142857143,1871.700726378379,1872.167606891444,52.27529668278203
69,69,2021-09-14T15:00:00+0530,1871.9,1872.2,1868.55,1868.95,34026,0,17.668648561313855,3.8317694059741876,-64.28571428571429,1871.4506603439809,1871.7385926392515,46.60596813601915
70,70,2021-09-14T15:05:00+0530,1868.65,1870.3,1867.0,1869.8,74827,0,18.158498912799676,3.793785876976028,-85.71428571428572,1871.3006003127098,1871.4801136206845,48.18860279281732
71,71,2021-09-14T15:10:00+0530,1870.15,1872.0,1868.0,1868.5,51626,0,17.85233726452824,3.808515457192026,-85.71428571428572,1871.0460002842817,1871.0827651379266,45.94554495364751
72,72,2021-09-14T15:15:00+0530,1868.5,1869.1,1865.1,1865.95,65629,0,18.4036697020537,3.822192924535453,-100.0,1870.5827275311651,1870.3983964528697,41.832258441286974
73,73,2021-09-14T15:20:00+0530,1866.0,1867.55,1864.55,1865.3,71167,0,19.059129129317036,3.763464858497206,-92.85714285714286,1870.1024795737865,1869.7186102591538,40.828866210230444
74,74,2021-09-14T15:25:00+0530,1865.85,1866.0,1863.1,1864.95,63706,0,20.035993258634317,3.7017887971759835,-100.0,1869.634072339806,1869.0827955579334,40.26876424614045
75,75,2021-09-15T09:15:00+0530,1874.0,1875.25,1867.05,1869.5,314346,0,19.38043714450924,4.173089597377696,-92.85714285714286,1869.6218839452781,1869.1384228168756,49.892255678115205
76,76,2021-09-15T09:20:00+0530,1869.2,1869.45,1858.0,1861.25,80188,0,19.25620799837501,4.6964403404221455,-7.142857142857143,1868.8608035866164,1868.086633107959,37.95242997333575
77,77,2021-09-15T09:25:00+0530,1861.85,1872.0,1860.85,1872.0,63644,0,18.53278199498433,5.1574088875348565,-7.142857142857143,1869.146185078742,1868.608415360231,53.55088246025782
78,78,2021-09-15T09:30:00+0530,1872.0,1876.45,1871.4,1875.3,166642,0,17.49016080215751,5.149736824139507,14.285714285714286,1869.7056227988564,1869.5006266455334,57.11500221175528
79,79,2021-09-15T09:35:00+0530,1874.3,1877.9,1871.75,1872.7,115131,0,16.798645170626113,5.221184193843834,21.42857142857143,1869.9778389080514,1869.9272097594624,53.62378872354815
80,80,2021-09-15T09:40:00+0530,1872.7,1876.75,1872.25,1875.65,117402,0,16.156523512775532,5.169671037140703,21.42857142857143,1870.4934899164102,1870.6902484582008,56.84687417504619
81,81,2021-09-15T09:45:00+0530,1875.45,1883.45,1874.95,1883.0,180593,0,16.730192302860836,5.407551677344939,35.714285714285715,1871.6304453785547,1872.3315486637741,63.629210063857386
82,82,2021-09-15T09:50:00+0530,1883.05,1886.15,1882.1,1886.0,168732,0,17.650520773951808,5.310583700391741,42.85714285714286,1872.9367685259588,1874.1540088419376,65.97952472622303
83,83,2021-09-15T09:55:00+0530,1885.95,1889.25,1885.3,1888.75,136874,0,18.913917071357023,5.213399150363763,50.0,1874.3743350235989,1876.100140996346,68.0196313439368
84,84,2021-09-15T10:00:00+0530,1888.8,1889.35,1885.05,1888.35,113483,0,20.019281315585566,5.148156353909205,57.142857142857146,1875.6448500214535,1877.7334555301666,67.38663927778859
85,85,2021-09-15T10:05:00+0530,1888.25,1889.45,1886.95,1887.3,82769,0,21.059805081230724,4.9590023286299765,64.28571428571429,1876.7044091104124,1879.008994792811,65.65931323897036
86,86,2021-09-15T10:10:00+0530,1887.7,1888.2,1886.5,1887.3,94198,0,21.887718091008058,4.7262164480135525,64.28571428571429,1877.6676446458293,1880.1144621537696,65.65931323897036
87,87,2021-09-15T10:15:00+0530,1887.3,1890.7,1886.9,1890.6,98321,0,23.037711253350032,4.660058130298296,78.57142857142857,1878.8433133143903,1881.5125338666003,68.59366261547689
88,88,2021-09-15T10:20:00+0530,1890.6,1894.5,1888.05,1888.8,101008,0,24.614161017382447,4.787911120991278,85.71428571428572,1879.7484666494458,1882.4841960177203,65.31527102277883
89,89,2021-09-15T10:25:00+0530,1888.85,1889.45,1885.25,1888.1,41953,0,25.21248637362623,4.745917469491904,85.71428571428572,1880.5076969540416,1883.2329698820242,64.0335467461509
90,90,2021-09-15T10:30:00+0530,1888.1,1893.55,1888.1,1893.55,66975,0,26.325012951076094,4.796209078813915,85.71428571428572,1881.6933608673105,1884.6085738977542,69.11522801517125
91,91,2021-09-15T10:35:00+0530,1893.4,1897.0,1890.6,1895.05,137774,0,27.761501809992946,4.910765573184356,100.0,1882.9076007884642,1886.0007640447204,70.35664203991111
92,92,2021-09-15T10:40:00+0530,1895.2,1896.0,1894.05,1895.75,77611,0,29.09538432184431,4.6992823179569045,92.85714285714286,1884.0750916258764,1887.300662172091,70.94359804096419
93,93,2021-09-15T10:45:00+0530,1895.9,1896.15,1893.2,1894.3,77000,0,30.056469723041463,4.574333580959986,85.71428571428572,1885.0046287507967,1888.2339072158122,67.94253881994004
94,94,2021-09-15T10:50:00+0530,1894.35,1895.85,1893.0,1894.2,81002,0,30.880907370636724,4.451166896605694,78.57142857142857,1885.8405715916333,1889.029386253704,67.72974574943586
95,95,2021-09-15T10:55:00+0530,1894.2,1895.75,1893.05,1894.55,62903,0,31.64645661483232,4.326083546848148,71.42857142857143,1886.6323378105758,1889.7654680865435,68.1062535471871
96,96,2021-09-15T11:00:00+0530,1894.45,1898.4,1893.55,1895.3,86006,0,32.74557571614169,4.363506150644718,100.0,1887.4203071005234,1890.5034056750044,68.94246567948856
97,97,2021-09-15T11:05:00+0530,1895.3,1895.3,1889.3,1890.0,57339,0,32.311738252176696,4.48039856845581,85.71428571428572,1887.6548246368395,1890.4362849183372,57.47452127067556
98,98,2021-09-15T11:10:00+0530,1889.95,1890.45,1887.0,1887.1,34645,0,31.23315748474061,4.4067986707089695,85.71428571428572,1887.6043860334905,1889.9914469292255,52.343881716281814
99,99,2021-09-15T11:15:00+0530,1887.6,1889.35,1887.0,1889.2,35062,0,30.23161820069281,4.259884479944036,50.0,1887.7494418486278,1889.8859206719953,55.445535713969804
100,100,2021-09-15T11:20:00+0530,1889.0,1889.6,1886.0,1886.25,26374,0,28.997772607485018,4.212749874233741,50.0,1887.613128953298,1889.4011312490627,50.47567493224317
101,101,2021-09-15T11:25:00+0530,1886.75,1887.0,1882.8,1884.8,60860,0,26.955139233304603,4.211839168931334,-35.714285714285715,1887.3573899575435,1888.787647082521,48.18924231588815
102,102,2021-09-15T11:30:00+0530,1884.8,1886.8,1884.05,1884.05,27783,0,25.058408242994222,4.107422085436239,-35.714285714285715,1887.0567181432214,1888.1559608048515,47.00324938952112
103,103,2021-09-15T11:35:00+0530,1884.95,1887.0,1883.0,1885.0,112479,0,23.530950570994715,4.099749079333651,-35.714285714285715,1886.8697437665649,1887.7351660308714,48.72467188600209
104,104,2021-09-15T11:40:00+0530,1884.85,1885.0,1882.2,1884.3,197444,0,22.334341967113158,4.006909859381244,-57.142857142857146,1886.6361306968772,1887.277143893422,47.50035399461308
105,105,2021-09-15T11:45:00+0530,1884.45,1887.95,1883.05,1886.6,28865,0,21.120239731292195,4.07070201228259,-57.142857142857146,1886.6328460880702,1887.1868580409657,51.7870569918697
106,106,2021-09-15T11:50:00+0530,1886.9,1889.0,1884.8,1887.65,38314,0,20.274676484419807,4.0799375828338365,-57.142857142857146,1886.7253146255184,1887.2486103021704,53.64778814490664
107,107,2021-09-15T11:55:00+0530,1887.65,1888.8,1882.8,1883.5,39609,0,18.874709365249622,4.217084898345705,-57.142857142857146,1886.4321042050167,1886.7487955952142,46.07839876946472
108,108,2021-09-15T12:00:00+0530,1884.1,1887.0,1883.0,1885.7,28589,0,17.574739897448733,4.201578834178155,-57.142857142857146,1886.365549277288,1886.608956182519,50.09802804404647
109,109,2021-09-15T12:05:00+0530,1885.65,1888.6,1884.85,1887.0,144142,0,16.850763981447855,4.169323203165429,-57.142857142857146,1886.4232266157164,1886.661095358183,52.35807705554474
110,110,2021-09-15T12:10:00+0530,1887.0,1887.2,1885.3,1886.25,25281,0,16.17850063087561,4.007228688653619,-57.142857142857146,1886.4074787415605,1886.6062826437587,50.925114769298304
111,111,2021-09-15T12:15:00+0530,1886.25,1887.8,1885.25,1887.8,29659,0,15.744436737393276,3.903140925178357,-50.0,1886.5340715832367,1886.7654449579243,53.7427575347546
112,112,2021-09-15T12:20:00+0530,1887.8,1888.45,1885.45,1887.0,24909,0,15.54987543359138,3.8386308590941884,-42.85714285714286,1886.5764287120335,1886.7967189635344,52.08069863082776
113,113,2021-09-15T12:25:00+0530,1887.0,1890.3,1886.2,1888.85,52434,0,15.931559785687908,3.857300083444597,64.28571428571429,1886.7831170109396,1887.0704897683966,55.50743235849161
114,114,2021-09-15T12:30:00+0530,1888.7,1890.4,1887.0,1890.4,40222,0,16.315597353568343,3.8246357917699894,71.42857142857143,1887.1119245553996,1887.5144244659436,58.204221282164696
115,115,2021-09-15T12:35:00+0530,1890.4,1891.6,1889.7,1890.05,51585,0,17.028779701911372,3.6871618066435516,78.57142857142857,1887.3790223230906,1887.8525012038178,57.35878581050782
116,116,2021-09-15T12:40:00+0530,1890.0,1891.3,1888.75,1888.75,30416,0,17.22813098158671,3.605935963311866,78.57142857142857,1887.5036566573551,1887.9721677099756,54.20916212093784
117,117,2021-09-15T12:45:00+0530,1889.6,1889.6,1883.0,1884.5,24446,0,16.726863327440558,3.8197976802181546,78.57142857142857,1887.2305969612319,1887.5092120153122,45.42697310961864
118,118,2021-09-15T12:50:00+0530,1884.55,1888.75,1884.5,1888.55,28723,0,16.26140050573342,3.850526417345429,78.57142857142857,1887.350542692029,1887.6479837466038,53.20670283248169
119,119,2021-09-15T12:55:00+0530,1888.55,1889.45,1885.6,1888.75,33032,0,15.560142976010273,3.8504888161064796,57.142857142857146,1887.4777660836628,1887.7949192470567,53.55878955941746
120,120,2021-09-15T13:00:00+0530,1888.9,1889.8,1886.55,1887.1,33124,0,14.771585887978363,3.8075967578131595,57.142857142857146,1887.4434237124208,1887.7022633474492,50.20271325047489
121,121,2021-09-15T13:05:00+0530,1887.15,1890.0,1886.4,1886.55,141255,0,13.957247803742366,3.7927684179693557,57.142857142857146,1887.362203374928,1887.548628234456,49.098301618957336
122,122,2021-09-15T13:10:00+0530,1886.9,1887.6,1884.7,1886.65,23186,0,13.832369169262693,3.728999245257249,-14.285714285714286,1887.297457613571,1887.4288111365286,49.316620522413395
123,123,2021-09-15T13:15:00+0530,1886.75,1887.65,1884.0,1884.05,32441,0,13.960832221401876,3.723356442024595,-14.285714285714286,1887.0022341941553,1886.9783029849914,44.029047373424746
124,124,2021-09-15T13:20:00+0530,1884.0,1884.5,1875.0,1877.0,56475,0,16.192481182646727,4.135973839022838,-64.28571428571429,1886.092940176505,1885.6478625869925,33.530972204064454
125,125,2021-09-15T13:25:00+0530,1876.95,1882.5,1876.1,1882.1,30135,0,18.264726646659803,4.297689993378356,-64.28571428571429,1885.7299456150045,1885.1748142420602,43.94362002664692
126,126,2021-09-15T13:30:00+0530,1882.5,1887.4,1882.25,1887.25,40840,0,18.30940519458204,4.369283565279915,-64.28571428571429,1885.8681323772769,1885.4515056764521,52.103236685641676
127,127,2021-09-15T13:35:00+0530,1887.15,1888.45,1885.95,1887.1,31681,0,18.010008211264957,4.235763310617064,-64.28571428571429,1885.980120342979,1885.6713049195919,51.86642684211886
128,128,2021-09-15T13:40:00+0530,1887.75,1887.75,1883.7,1884.0,24485,0,18.25207313979718,4.222494502715842,-64.28571428571429,1885.8001094027081,1885.4484642636462,47.10181218300124
129,129,2021-09-15T13:45:00+0530,1884.0,1884.0,1876.3,1876.3,32084,0,19.77339937616161,4.470887752521856,-64.28571428571429,1884.936463093371,1884.2286690284934,37.810662539966586
130,130,2021-09-15T13:50:00+0530,1877.0,1881.4,1876.4,1880.55,18279,0,21.18605945278572,4.5158243416274475,-57.142857142857146,1884.5376937212463,1883.7381798246943,44.337158847410834
131,131,2021-09-15T13:55:00+0530,1881.25,1881.75,1878.3,1878.95,11071,0,22.373125159709083,4.439694031511205,-21.42857142857143,1884.0297215647695,1883.0997558480683,42.52768765968807
132,132,2021-09-15T14:00:00+0530,1879.35,1881.0,1876.0,1876.35,23226,0,23.836694840558582,4.479715886403262,-21.42857142857143,1883.3315650588813,1882.1997884016591,39.692813747384044
133,133,2021-09-15T14:05:00+0530,1876.9,1879.75,1876.0,1878.35,26870,0,25.19572382991883,4.427593323088742,-21.42857142857143,1882.8786955080739,1881.6864832814379,42.848755648454905
134,134,2021-09-15T14:10:00+0530,1878.35,1882.05,1877.2,1881.7,40618,0,25.578149107513642,4.457765228582397,-21.42857142857143,1882.7715413709761,1881.6882855105796,47.77833791201464
135,135,2021-09-15T14:15:00+0530,1881.65,1882.2,1878.45,1879.2,32877,0,25.87714916537158,4.40721056939794,-21.42857142857143,1882.4468557917965,1881.356514109169,44.68100927910692
136,136,2021-09-15T14:20:00+0530,1879.45,1880.5,1877.2,1880.45,36297,0,26.41181959434971,4.328124100155227,21.42857142857143,1882.2653234470877,1881.2356455612799,46.54689015902979
137,137,2021-09-15T14:25:00+0530,1880.4,1881.7,1878.05,1880.85,82329,0,26.4291224481422,4.27968666442986,21.42857142857143,1882.1366576791706,1881.1842261531092,47.1610738933296
138,138,2021-09-15T14:30:00+0530,1881.25,1882.0,1879.15,1879.5,30010,0,26.324306837904455,4.177566188399149,21.42857142857143,1881.8969615265187,1880.959662666028,45.270477314378134
139,139,2021-09-15T14:35:00+0530,1880.25,1881.5,1879.2,1880.6,13520,0,26.226978056969408,4.043454317799207,-42.85714285714286,1881.7790559331988,1880.9117076438908,47.13027553985001
140,140,2021-09-15T14:40:00+0530,1880.7,1880.8,1878.3,1879.5,12594,0,26.37471417821484,3.933207580813549,-42.85714285714286,1881.5718690301808,1880.7234799580388,45.46640523756663
141,141,2021-09-15T14:45:00+0530,1879.5,1880.35,1877.45,1877.75,18375,0,26.733317157414557,3.8594070393268574,-42.85714285714286,1881.2244263910734,1880.3270159636336,42.873208174482116
142,142,2021-09-15T14:50:00+0530,1877.8,1880.0,1873.0,1875.3,44719,0,28.026634424192537,4.083735107946367,-100.0,1880.6858421737031,1879.6567471684825,39.47838614063172
143,143,2021-09-15T14:55:00+0530,1875.15,1879.65,1874.25,1878.0,28652,0,29.22757188620066,4.177754028807348,-92.85714285714286,1880.4416747033665,1879.4358475460183,44.677345286829805
144,144,2021-09-15T15:00:00+0530,1878.0,1878.0,1870.5,1870.65,42649,0,30.976054283802252,4.415057312463966,-64.28571428571429,1879.5515224576059,1878.264401206549,35.689515898643315
145,145,2021-09-15T15:05:00+0530,1870.8,1870.85,1867.8,1869.0,54821,0,32.96610611946338,4.317553218716537,-71.42857142857143,1878.592293143278,1877.0291477123426,34.03426030237783
146,146,2021-09-15T15:10:00+0530,1869.15,1871.0,1867.7,1871.0,41688,0,34.73928064901393,4.244870845951067,-78.57142857142857,1877.9020846757073,1876.2252613506969,37.7999610061812
147,147,2021-09-15T15:15:00+0530,1870.6,1876.35,1870.6,1874.9,47279,0,34.110048705232586,4.352380071240277,-78.57142857142857,1877.6291678870066,1876.0485598372707,44.45829895164529
148,148,2021-09-15T15:20:00+0530,1874.1,1875.1,1870.3,1871.1,52369,0,33.58949640216492,4.38435292329454,-78.57142857142857,1877.035607170006,1875.388751858968,39.96878062223925
149,149,2021-09-15T15:25:00+0530,1871.0,1873.15,1871.0,1873.0,61304,0,33.106126406459225,4.224756285916365,-78.57142857142857,1876.6687337909145,1875.0702516111055,43.06465649813121
150,150,2021-09-16T09:15:00+0530,1877.0,1883.05,1871.5,1881.0,156135,0,31.68408585495744,4.747987979779479,28.571428571428573,1877.0624852644678,1875.8608847296248,53.85533879695057
151,151,2021-09-16T09:20:00+0530,1881.0,1890.85,1878.15,1888.0,71771,0,31.673089625553246,5.315988838366645,35.714285714285715,1878.0568047858799,1877.4794334323415,60.84760605057327
152,152,2021-09-16T09:25:00+0530,1887.7,1889.6,1881.15,1881.15,48128,0,31.662878841106494,5.539846778483301,35.714285714285715,1878.3380043507998,1877.9688423080293,52.468920339174254
153,153,2021-09-16T09:30:00+0530,1881.15,1888.95,1881.15,1886.05,40360,0,31.653397398405936,5.701286294305919,35.714285714285715,1879.0390948643635,1879.046330000292,57.02734501008578
